INSTNM,STABBR,ADM_RATE,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT
Westside Tech,FL,NULL,586,0.3242,0.3003,0.2457,0.0273,0.0034,0.0017,0.0648,0,0.0324,NULL,NULL,NULL
William T McFatter Technical Center,FL,NULL,827,0.3773,0.3132,0.2636,0.0266,0.0036,0.0012,0.0145,0,0,NULL,NULL,NULL
Winter Park Tech,FL,NULL,437,0.524,0.286,0.016,0.0229,0.0069,0.0069,0.1098,0,0.0275,NULL,NULL,NULL
Withlacoochee Technical Institute,FL,NULL,288,0.8993,0.0278,0.0556,0.0069,0,0.0035,0.0069,0,0,NULL,NULL,NULL
Abraham Baldwin Agricultural College,GA,0.709,3194,0.7774,0.1246,0.0592,0.0094,0.0031,0.0006,0.0091,0.016,0.0006,14080,3848,11516
Agnes Scott College,GA,0.6687,858,0.31,0.3473,0.0932,0.0455,0,0,0.0629,0.1014,0.0396,44945,34788,34788
Interactive College of Technology-Chamblee,GA,NULL,379,0.1504,0.5356,0.1873,0.124,0.0026,0,0,0,0,17032,8930,8930
Interactive College of Technology-Morrow,GA,NULL,36,0.0278,0.75,0.1111,0.1111,0,0,0,0,0,16030,8450,8450
Albany Technical College,GA,NULL,3743,0.1857,0.7937,0.0099,0.0013,0.0011,0.0008,0.0067,0,0.0008,6867,2534,4574
Darton State College,GA,NULL,5984,0.486,0.4504,0.0259,0.0079,0.0032,0.0012,0.0058,0.0155,0.0042,11611,3241,9021
Albany State University,GA,0.1992,3566,0.0443,0.91,0.0095,0.0017,0.0014,0.0003,0.002,0.0025,0.0283,19025,6024,18226
Andrew College,GA,0.4013,311,0.3923,0.4887,0.074,0.0096,0,0,0.0096,0.0257,0,26050,13560,13560
Armstrong Atlantic State University,GA,0.6998,6206,0.5947,0.2425,0.0661,0.0353,0.0024,0.0013,0.0393,0.0169,0.0015,19802,5085,14847
The Art Institute of Atlanta,GA,NULL,2974,0.0296,0.0484,0.0797,0.002,0,0,0,0.0024,0.8379,32466,17596,17596
Georgia Career Institute,GA,NULL,528,0.5455,0.411,0.0227,0.0133,0,0,0.0076,0,0,NULL,NULL,NULL
Atlanta Technical College,GA,NULL,4568,0.0342,0.9247,0.012,0.0147,0.0028,0.0007,0.0033,0.0011,0.0066,9318,2544,4584
Point University,GA,0.5353,1354,0.3648,0.4114,0.0355,0.0044,0.0037,0.0015,0.0325,0,0.1462,27497,17400,17400
Atlanta Metropolitan State College,GA,NULL,2950,0.0186,0.9183,0.0173,0.0064,0.0024,0.0017,0.0163,0.0102,0.0088,15545,3006,8788
Atlanta's John Marshall Law School,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Atlanta School of Massage,GA,NULL,62,0.3871,0.4516,0.0323,0.0645,0,0,0.0323,0.0161,0.0161,NULL,NULL,NULL
Clark Atlanta University,GA,0.568,2629,0.0015,0.8749,0.0057,0.0019,0.0034,0,0,0.0084,0.1042,34201,21100,21100
Augusta Technical College,GA,NULL,4294,0.4162,0.5009,0.0212,0.0123,0.003,0.0012,0.0123,0.0016,0.0312,14538,2498,4538
Bainbridge State College,GA,NULL,2533,0.377,0.5744,0.0245,0.0028,0.0016,0.0004,0.0079,0.002,0.0095,9775,2965,8746
Bauder College,GA,NULL,744,0.047,0.9086,0.0242,0.0054,0.004,0,0,0.004,0.0067,24573,13089,13089
Beauty College of America,GA,NULL,53,0.0189,0.8868,0.0377,0.0566,0,0,0,0,0,NULL,NULL,NULL
Berry College,GA,0.6032,2122,0.845,0.0396,0.0575,0.0108,0.0019,0.0009,0.0264,0.0066,0.0113,40965,29090,29090
Beulah Heights University,GA,NULL,554,0.0307,0.6913,0.0162,0.1859,0,0,0.0181,0.0126,0.0451,14607,8940,8940
Brenau University,GA,0.7829,1683,0.514,0.3125,0.0636,0.0184,0.0024,0.0012,0.0261,0.0261,0.0357,34107,23350,23350
Brewton-Parker College,GA,0.5137,543,0.5801,0.3002,0.0368,0.0055,0,0,0.0092,0.0313,0.0368,22499,13560,13560
Brown College of Court Reporting,GA,0.8182,233,0.4635,0.5021,0.0172,0.0129,0,0.0043,0,0,0,28860,12900,12900
College of Coastal Georgia,GA,0.8221,2855,0.6715,0.1765,0.0417,0.0165,0.0046,0.0021,0.0284,0.0102,0.0487,15501,4388,12246
West Georgia Technical College,GA,NULL,6283,0.6145,0.3194,0.0264,0.0092,0.004,0.0008,0.0056,0.0016,0.0185,10061,2628,4668
Carver Bible College,GA,NULL,103,0,0.9417,0,0,0,0,0,0.0583,0,20421,8325,8325
Clayton State University,GA,0.477,6445,0.2056,0.6498,0.0157,0.0448,0.0014,0.0008,0.0285,0.0104,0.043,17487,5153,14915
Columbia Theological Seminary,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Columbus Technical College,GA,NULL,3556,0.4156,0.4795,0.0453,0.0132,0.0053,0.0042,0.0172,0.0045,0.0152,14131,1529,2804
Columbus State University,GA,0.5543,6849,0.5246,0.3584,0.0523,0.0209,0.0053,0.0026,0.0269,0.0091,0,17029,5514,15556
Georgia Northwestern Technical College,GA,NULL,5220,0.79,0.1138,0.0695,0.0063,0.0025,0.0006,0.0167,0.0002,0.0004,10756,2544,4584
Covenant College,GA,0.5704,1063,0.8833,0.0329,0.0226,0.0216,0.0056,0.0009,0.016,0.0169,0,38510,29100,29100
Dalton State College,GA,NULL,4852,0.6702,0.0466,0.1843,0.0117,0.0045,0.0014,0.0138,0.0181,0.0493,10948,3910,11768
Pro Way Hair School,GA,NULL,68,0,0.9265,0.0147,0,0,0,0,0.0588,0,NULL,NULL,NULL
South University-Savannah,GA,0.5158,775,0.4039,0.4839,0.0465,0.0116,0.0116,0.009,0,0,0.0335,29751,16360,16360
East Georgia State College,GA,NULL,2803,0.4913,0.4274,0.0367,0.0064,0.0029,0.0018,0.0225,0.0039,0.0071,10852,4206,11432
Emmanuel College,GA,0.4783,709,0.6841,0.1904,0.0423,0.0127,0,0,0.0212,0.0494,0,23842,16800,16800
Emory University,GA,0.2633,7705,0.4048,0.0924,0.0623,0.2204,0.0014,0.0001,0.0278,0.1508,0.04,58180,44008,44008
Georgia Highlands College,GA,NULL,5324,0.6876,0.1741,0.0853,0.016,0.0032,0.0008,0.0233,0.006,0.0038,10227,2720,8360
Fort Valley State University,GA,0.3273,2805,0.0185,0.9708,0.0029,0.0018,0.0004,0,0.0018,0,0.0039,19801,6438,18640
Grady Health System Professional Schools,GA,NULL,60,0.6667,0.2333,0.05,0.0333,0,0,0.0167,0,0,NULL,NULL,NULL
Georgia Institute of Technology-Main Campus,GA,0.5493,13975,0.553,0.0628,0.065,0.175,0.0013,0.0009,0.0323,0.1048,0.0049,21980,10650,29954
Georgia Southwestern State University,GA,0.6803,2598,0.6124,0.2991,0.0335,0.0123,0.0012,0.0008,0.0131,0.0235,0.0042,17839,5035,14797
Georgia College and State University,GA,0.6798,5636,0.8518,0.0488,0.0488,0.013,0.0014,0.0009,0.024,0.0087,0.0027,23052,8790,26690
Georgia Military College,GA,NULL,1549,0.4003,0.3118,0.0026,0.0084,0.011,0,0,0.0039,0.2621,19600,4829,4829
GMC-Sandersville,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4599,NULL
GMC-Madison,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4599,NULL
Georgia Southern University,GA,0.52,17103,0.6328,0.2599,0.04,0.0136,0.0047,0.0015,0.0194,0.0125,0.0157,21513,6071,16137
Georgia State University,GA,0.5466,24128,0.3138,0.397,0.0895,0.1135,0.0017,0.0011,0.0434,0.0163,0.0237,23124,8368,22936
University of Georgia,GA,0.5608,26120,0.7297,0.074,0.052,0.0895,0.0009,0.0011,0.0299,0.0122,0.0107,21162,10262,28472
Gordon State College,GA,0.4529,4031,0.5542,0.3701,0.0342,0.0092,0.0017,0.0007,0.0258,0.0007,0.0032,13091,3408,9695
Southern Crescent Technical College,GA,NULL,4919,0.5078,0.43,0.0264,0.0104,0.0026,0.0014,0.0132,0.0026,0.0055,15228,4593,8418
Gupton Jones College of Funeral Service,GA,NULL,174,0.431,0.569,0,0,0,0,0,0,0,19186,10500,10500
Gwinnett College-Lilburn,GA,NULL,368,0.231,0.6168,0.1114,0.0408,0,0,0,0,0,25384,9925,9925
Gwinnett Technical College,GA,NULL,6918,0.3854,0.344,0.1185,0.0659,0.0014,0.0013,0.0239,0.0032,0.0564,11417,2700,4740
Interdenominational Theological Center,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kennesaw State University,GA,0.5654,22211,0.629,0.1769,0.0722,0.033,0.0022,0.0015,0.0379,0.0189,0.0284,20630,5818,15898
LaGrange College,GA,0.5837,854,0.6956,0.2295,0.0246,0.0094,0.007,0,0.0246,0.0059,0.0035,37305,25690,25690
Lanier Technical College,GA,NULL,3227,0.7496,0.1026,0.1081,0.0226,0.0043,0.0022,0.0068,0.0019,0.0019,11289,3022,5572
Life University,GA,0.7454,765,0.3255,0.2549,0.081,0.0235,0.0078,0,0,0.0366,0.2706,28609,7947,7947
Chattahoochee Technical College,GA,NULL,9935,0.5677,0.2929,0.0813,0.0201,0.0054,0.0022,0.015,0.0062,0.0091,7954,2572,4612
Herzing University-Atlanta,GA,0.7317,391,0.0639,0.7289,0.0512,0.1074,0,0.0026,0.0384,0,0.0077,26341,11880,11880
Mercer University,GA,0.69,4304,0.4747,0.3322,0.0372,0.0511,0.0044,0.0014,0.0193,0.0344,0.0453,46382,33120,33120
Morehouse College,GA,0.6684,2161,0.0014,0.9662,0.0032,0,0,0,0.0028,0.0171,0.0093,45451,25468,25468
Morehouse School of Medicine,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Moultrie Technical College,GA,NULL,1453,0.5788,0.3455,0.0564,0.0014,0.0014,0,0.0007,0.0014,0.0145,11410,2484,4524
North Georgia Technical College,GA,NULL,2300,0.8713,0.067,0.0317,0.0074,0.0022,0,0.013,0.0022,0.0052,8465,2576,4616
Oglethorpe University,GA,0.5576,1020,0.349,0.1843,0.101,0.0392,0.0029,0,0.0216,0.0461,0.2559,43689,31280,31280
Paine College,GA,0.4377,921,0.0185,0.9077,0.0206,0.0022,0.0022,0.0022,0.013,0.0119,0.0217,21516,13332,13332
Piedmont College,GA,0.6118,1281,0.7728,0.096,0.0351,0.0094,0.0055,0.0016,0.0234,0.0023,0.0539,32031,20730,20730
Portfolio Center,GA,0.8302,116,0.6552,0.2586,0.0431,0.0172,0,0,0.0086,0.0172,0,38258,18625,18625
Portfolio Center - Waltham,MA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26850,NULL
Reinhardt University,GA,0.514,1191,0.6784,0.1688,0.0529,0.0101,0.0034,0,0,0,0.0865,30734,18670,18670
Savannah Technical College,GA,NULL,4523,0.426,0.4585,0.0597,0.0208,0.0031,0.0022,0.0203,0.0057,0.0035,9694,2508,4548
Savannah College of Art and Design,GA,0.6547,8750,0.5605,0.1086,0.0805,0.044,0.0056,0.0023,0.0023,0.1168,0.0795,49179,33450,33450
Savannah State University,GA,0.8299,4462,0.0417,0.8859,0.0231,0.0016,0.0025,0.0013,0.0264,0.0049,0.0126,15531,5415,15176
Shorter University,GA,0.6807,1518,0.5336,0.168,0.0375,0.0053,0.0033,0.0007,0.0171,0.0277,0.2069,30642,19670,19670
South Georgia Technical College,GA,NULL,1644,0.396,0.5748,0.0176,0.0055,0.0012,0,0.0012,0.0006,0.003,9440,2628,4668
The Creative Circus,GA,NULL,135,0.7481,0.0889,0.0815,0.0444,0,0,0.0148,0,0.0222,27185,16071,16071
Spelman College,GA,0.3802,2129,0,0.8455,0.0033,0.0014,0.0005,0,0.0301,0.0117,0.1076,41635,24634,24634
Southern Polytechnic State University,GA,0.7798,5636,0.5433,0.2145,0.0846,0.0672,0.0023,0.0007,0.0358,0.035,0.0165,16546,5732,16760
Southwest Georgia Technical College,GA,NULL,1255,0.6502,0.3068,0.0143,0.0088,0.008,0,0.0096,0.0008,0.0016,8138,2484,4524
Thomas University,GA,0.6863,815,0.5166,0.2515,0.0466,0.0098,0.0049,0.0037,0,0.0405,0.1264,24734,14740,14740
Toccoa Falls College,GA,0.494,817,0.8091,0.0636,0.0245,0.082,0.0073,0.0012,0,0.0098,0.0024,30178,19000,19000
Truett-McConnell College,GA,0.8064,697,0.8221,0.0717,0.0373,0.0014,0.0043,0,0,0.0316,0.0316,26484,16610,16610
Wiregrass Georgia Technical College,GA,NULL,3378,0.6211,0.3265,0.0335,0.0047,0.0021,0.0006,0.0086,0.0009,0.0021,8762,2538,4578
Valdosta State University,GA,0.5522,9634,0.5301,0.3567,0.042,0.0099,0.0023,0.0017,0.0306,0.0225,0.0043,20958,5889,16814
Wesleyan College,GA,0.4339,530,0.3566,0.3151,0.0453,0.0113,0.0019,0.0019,0.034,0.2245,0.0094,30878,19775,19775
University of West Georgia,GA,0.5385,9777,0.5436,0.3487,0.0428,0.0095,0.0019,0.001,0.0324,0.0102,0.0098,18879,5837,15903
Young Harris College,GA,0.5365,1083,0.8329,0.0665,0.0452,0.0065,0.0018,0.0037,0.0102,0,0.0332,34007,25105,25105
Heald College-Honolulu,HI,NULL,1678,0.0656,0.0465,0.0346,0.3504,0.0048,0.1633,0.1502,0,0.1847,23216,13620,13620
Chaminade University of Honolulu,HI,0.8359,1864,0.1754,0.0504,0.0628,0.3047,0.0075,0.1379,0.1363,0.0129,0.1121,30801,20090,20090
University of Hawaii at Hilo,HI,0.752,3335,0.239,0.0096,0.1112,0.1814,0.0042,0.1121,0.2909,0.0483,0.0033,15284,6536,18296
University of Hawaii at Manoa,HI,0.8009,14097,0.1834,0.0123,0.0874,0.4042,0.0021,0.0389,0.2463,0.0238,0.0016,18491,9904,27472
Hawaii Institute of Hair Design,HI,NULL,85,0.0353,0.1647,0.0353,0.4353,0,0.2824,0.0471,0,0,NULL,NULL,NULL
Hawaii Pacific University,HI,0.6411,5386,0.2824,0.052,0.1326,0.1742,0.0043,0.0241,0.1769,0.1196,0.034,29762,20180,20180
Honolulu Community College,HI,NULL,3434,0.0731,0.0198,0.0923,0.4228,0.0023,0.0909,0.2775,0.0131,0.0082,8230,2574,7326
Kapiolani Community College,HI,NULL,6025,0.0958,0.0133,0.0793,0.4158,0.0018,0.0385,0.2453,0.1059,0.0043,9242,2604,7356
Kauai Community College,HI,NULL,1251,0.1647,0.0056,0.1175,0.2782,0.0024,0.0871,0.3277,0.0072,0.0096,10801,2652,7404
Leeward Community College,HI,NULL,5932,0.0946,0.0223,0.1339,0.3528,0.0015,0.0725,0.3061,0.0084,0.0079,5931,2599,7351
University of Hawaii Maui College,HI,NULL,3553,0.2119,0.011,0.1086,0.2654,0.0045,0.1289,0.2572,0.0118,0.0006,11240,2670,7422
Med-Assist School of Hawaii Inc,HI,0.8158,81,0.0494,0.0123,0.0123,0.6667,0,0.2593,0,0,0,NULL,NULL,NULL
World Medicine Institute,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Travel Institute of the Pacific,HI,NULL,188,0.1117,0.0532,0.0266,0.1968,0.0053,0.6064,0,0,0,NULL,NULL,NULL
University of Hawaii-West Oahu,HI,0.7643,2192,0.1122,0.0151,0.1086,0.3818,0.0018,0.083,0.2933,0.0041,0,9874,6336,17856
Windward Community College,HI,NULL,1911,0.1622,0.0084,0.1523,0.1156,0.0016,0.1277,0.4244,0.0021,0.0058,10933,2584,7336
Carrington College-Boise,ID,1,552,0.7953,0.0181,0.1141,0.0199,0.0145,0.0091,0.0254,0,0.0036,NULL,NULL,NULL
Boise Bible College,ID,1,183,0.8197,0.0055,0.0601,0.0055,0.0164,0.0055,0.0765,0,0.0109,23036,11080,11080
Boise State University,ID,0.7766,16557,0.7621,0.0157,0.0912,0.0228,0.0069,0.0042,0.03,0.0368,0.0303,18227,6292,18892
Eastern Idaho Technical College,ID,NULL,575,0.7774,0.0017,0.1809,0.0122,0.007,0.0139,0.0052,0,0.0017,12995,2342,7992
Idaho State University,ID,NULL,9337,0.732,0.0101,0.0908,0.0122,0.0117,0.0029,0.0205,0.0833,0.0365,18077,6344,18676
University of Idaho,ID,0.6565,8539,0.7968,0.0105,0.0837,0.0143,0.0088,0.0022,0.0309,0.0337,0.019,19700,6524,19600
The College of Idaho,ID,0.905,1086,0.6243,0.0147,0.1519,0.0276,0.0074,0.0037,0.0092,0.0801,0.081,34555,24055,24055
Lewis-Clark State College,ID,0.9977,3161,0.8358,0.0082,0.049,0.0095,0.0199,0.0019,0.031,0.0275,0.0171,16184,5786,16096
ITT Technical Institute-Boise,ID,0.7025,251,0.7888,0.0159,0.0956,0.0199,0.0159,0.008,0.0279,0,0.0279,27490,18048,18048
Joseph Charles Institute of Cosmetology,ID,NULL,57,0.7018,0.0351,0.2632,0,0,0,0,0,0,NULL,NULL,NULL
Mr Leon's School of Hair Design-Moscow,ID,NULL,25,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL
North Idaho College,ID,NULL,5095,0.8263,0.009,0.043,0.0098,0.0316,0.0061,0,0,0.0742,12063,2974,7654
Northwest Nazarene University,ID,0.617,1251,0.7354,0.0144,0.0751,0.0144,0.0048,0.0032,0.016,0.0192,0.1175,34498,26550,26550
The School of Hairstyling,ID,NULL,36,0.6944,0,0.1389,0,0.0278,0,0.1111,0,0.0278,NULL,NULL,NULL
Brigham Young University-Idaho,ID,0.9963,20208,0.8319,0.0055,0.0323,0.0096,0.0033,0.004,0.0558,0.0412,0.0163,10438,3850,3850
College of Southern Idaho,ID,NULL,5023,0.7123,0.0096,0.209,0.0078,0.0078,0.0046,0.0129,0.01,0.0261,10390,2640,6720
Adler School of Professional Psychology,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alvareitas College of Cosmetology-Edwardsville,IL,NULL,45,0.7778,0.1556,0,0,0,0,0.0222,0.0444,0,NULL,NULL,NULL
Alvareitas College of Cosmetology-Godfrey,IL,NULL,40,0.95,0.025,0,0.025,0,0,0,0,0,NULL,NULL,NULL
American Academy of Art,IL,0.93,406,0.5394,0.1232,0.2488,0.0394,0,0.0099,0.0345,0.0049,0,32415,29020,29020
School of the Art Institute of Chicago,IL,0.7184,2641,0.4559,0.0299,0.0629,0.1253,0.0049,0.0015,0.0257,0.2635,0.0303,55551,40585,40585
Augustana College,IL,0.5867,2504,0.7772,0.0403,0.0611,0.0176,0.0032,0.0008,0.0599,0.016,0.024,45364,35835,35835
Aurora University,IL,0.7595,3236,0.6143,0.0853,0.2052,0.0213,0.0034,0.0006,0.0315,0.0022,0.0362,31145,20720,20720
Concept College of Cosmetology,IL,NULL,33,0.5152,0.3939,0.0303,0,0,0,0.0606,0,0,NULL,NULL,NULL
Southwestern Illinois College,IL,NULL,9862,0.6386,0.2162,0.0391,0.0087,0.0027,0.0021,0.0473,0.0005,0.0447,11804,3024,12516
Bethany Theological Seminary,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Black Hawk College,IL,NULL,4736,0.7145,0.1039,0.1153,0.0133,0.0017,0.0008,0.0281,0.0046,0.0177,10031,3450,6720
Blackburn College,IL,0.6799,539,0.8683,0.0909,0.0148,0,0.0074,0.0019,0.0148,0,0.0019,24126,18506,18506
Blessing Rieman College of Nursing,IL,NULL,243,0.9012,0.0494,0.0041,0.0329,0.0123,0,0,0,0,NULL,NULL,NULL
Blessing Hospital School of Radiologic Technology,IL,NULL,20,0.9,0,0.05,0.05,0,0,0,0,0,NULL,NULL,NULL
Bradley University,IL,0.6694,4823,0.79,0.0616,0.0587,0.0344,0.0025,0.001,0.0379,0.0085,0.0054,40330,29664,29664
Paul Mitchell the School-Bradley,IL,NULL,395,0.562,0.1772,0.0861,0.0101,0,0,0.0076,0,0.157,NULL,NULL,NULL
Cameo Beauty Academy,IL,NULL,105,0.5143,0.3238,0.1619,0,0,0,0,0,0,NULL,NULL,NULL
Cannella School of Hair Design-Villa Park,IL,NULL,83,0.1205,0,0.8675,0.012,0,0,0,0,0,NULL,NULL,NULL
Cannella School of Hair Design-Chicago,IL,NULL,84,0,0.6429,0.3333,0,0,0.0119,0.0119,0,0,NULL,NULL,NULL
Cannella School of Hair Design-Chicago,IL,NULL,125,0.008,0.024,0.96,0,0,0,0.008,0,0,NULL,NULL,NULL
Cannella School of Hair Design-Elgin,IL,NULL,79,0,0.0127,0.9873,0,0,0,0,0,0,NULL,NULL,NULL
Capri Beauty College,IL,NULL,32,0,1,0,0,0,0,0,0,0,NULL,NULL,NULL
Empire Beauty School-Hanover Park,IL,NULL,81,0.4938,0.1358,0.3086,0.0123,0,0,0,0,0.0494,NULL,NULL,NULL
Capri Beauty College,IL,NULL,86,0.4186,0.5,0.0698,0,0,0,0.0116,0,0,NULL,NULL,NULL
Carl Sandburg College,IL,NULL,1724,0.7819,0.0795,0.0702,0.0087,0.0023,0.0012,0.0331,0,0.0232,8961,3970,6602
Catholic Theological Union at Chicago,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
La James International College-East Moline,IL,NULL,23,0.7391,0.1304,0.1304,0,0,0,0,0,0,NULL,NULL,NULL
Midwestern University-Downers Grove,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Chicago School of Professional Psychology at Chicago,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Chicago State University,IL,0.2865,4321,0.0243,0.7764,0.0627,0.0095,0.0012,0.0002,0,0.0002,0.1254,18472,9032,15424
Chicago Theological Seminary,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
University of Chicago,IL,0.0881,5697,0.4546,0.0453,0.0869,0.1813,0.0018,0.0005,0.0374,0.0937,0.0985,62425,47514,47514
City Colleges of Chicago-Kennedy-King College,IL,NULL,4509,0.0244,0.8703,0.0597,0.0091,0.002,0.0007,0.0086,0.0031,0.0222,13006,3070,7498
City Colleges of Chicago-Malcolm X College,IL,NULL,5222,0.0657,0.6214,0.2367,0.0345,0.0027,0.0004,0.0117,0,0.027,11493,3070,7498
City Colleges of Chicago-Olive-Harvey College,IL,NULL,3671,0.0583,0.748,0.0932,0.0564,0.0038,0,0.0093,0,0.0311,12270,3070,7498
City Colleges of Chicago-Harry S Truman College,IL,NULL,6221,0.25,0.3075,0.2649,0.1148,0.0029,0.0027,0.0141,0.0005,0.0426,10206,3070,7498
City Colleges of Chicago-Richard J Daley College,IL,NULL,4791,0.1037,0.3118,0.5291,0.0146,0.0021,0.0004,0.0092,0.0002,0.0288,9687,3070,7498
City Colleges of Chicago-Harold Washington College,IL,NULL,8752,0.1434,0.3332,0.3711,0.0875,0.0017,0.0005,0.0167,0.0038,0.0422,9503,3070,7498
City Colleges of Chicago-Wilbur Wright College,IL,NULL,9444,0.2656,0.1113,0.4997,0.0808,0.0032,0.0028,0.0086,0.0018,0.0264,8832,3070,7498
Columbia College-Chicago,IL,0.9053,9577,0.5583,0.1659,0.1054,0.03,0.0034,0.0005,0.0399,0.0188,0.0778,37546,22792,22792
Concordia University-Chicago,IL,0.5441,1563,0.5592,0.142,0.2271,0.0205,0.0006,0.0026,0.032,0.0077,0.0083,34774,27598,27598
Le Cordon Bleu College of Culinary Arts-Chicago,IL,NULL,958,0.1931,0.309,0.0376,0.0198,0.0063,0.001,0.0042,0.001,0.428,20436,12910,12910
Coyne College,IL,NULL,590,0.0983,0.5644,0.2898,0.0051,0.0051,0.0034,0.022,0,0.0119,NULL,NULL,NULL
Danville Area Community College,IL,NULL,2339,0.6875,0.1697,0.05,0.0103,0.0013,0.0017,0,0.0004,0.0791,10840,3825,6285
Concept College of Cosmetology,IL,NULL,58,0.7931,0.1724,0.0345,0,0,0,0,0,0,NULL,NULL,NULL
DePaul University,IL,0.5987,16120,0.5561,0.0837,0.1717,0.073,0.001,0.0021,0.0371,0.0265,0.0488,46375,33990,33990
Cosmetology & Spa Academy,IL,NULL,147,0.7143,0.0476,0.1769,0,0,0.0068,0.0068,0,0.0476,NULL,NULL,NULL
College of DuPage,IL,NULL,21214,0.5888,0.0924,0.1659,0.0898,0.0026,0.0029,0.0234,0.0083,0.0259,12788,4480,12704
East-West University,IL,NULL,679,0.0221,0.6789,0.1708,0.1016,0,0,0,0,0.0265,30965,18795,18795
Eastern Illinois University,IL,0.6191,8255,0.707,0.181,0.0491,0.0082,0.0019,0.0006,0.0187,0.0084,0.0252,23346,11144,28124
Elgin Community College,IL,NULL,8599,0.5312,0.0554,0.2965,0.0564,0.0021,0.0007,0.0263,0.005,0.0264,8025,2626,11554
Elmhurst College,IL,0.718,2819,0.7251,0.0454,0.1281,0.0465,0.0025,0.0014,0.0287,0.0025,0.0199,41472,32920,32920
Eureka College,IL,0.6781,667,0.8411,0.054,0.03,0.0105,0,0.0015,0.0225,0.003,0.0375,28799,20060,20060
First Institute Inc,IL,NULL,53,0.6792,0,0.2453,0,0.0566,0,0.0189,0,0,NULL,NULL,NULL
Fox College,IL,0.6687,375,0.52,0.0693,0.3707,0.0213,0.0053,0.0027,0.0107,0,0,25011,15180,15180
Garrett-Evangelical Theological Seminary,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Gem City College,IL,NULL,44,0.9545,0.0455,0,0,0,0,0,0,0,NULL,NULL,NULL
Governors State University,IL,NULL,3179,0.4269,0.3476,0.1016,0.0151,0.0041,0.0016,0.0135,0.006,0.0837,NULL,NULL,NULL
Graham Hospital School of Nursing,IL,0,82,0.939,0.0122,0.0122,0.0122,0.0122,0,0.0122,0,0,24018,NULL,NULL
Greenville College,IL,0.657,1101,0.7593,0.0817,0.0418,0.0091,0.0009,0,0.0236,0.0345,0.049,33675,23612,23612
Hair Professionals Academy of Cosmetology,IL,NULL,218,0.5367,0.078,0.2752,0.0963,0.0046,0.0046,0.0046,0,0,NULL,NULL,NULL
Hair Professionals Career College,IL,NULL,81,0.6667,0.1481,0.1481,0,0,0,0.037,0,0,NULL,NULL,NULL
Hair Professionals School of Cosmetology,IL,NULL,92,0.5217,0.0543,0.3587,0,0,0.0109,0.0543,0,0,NULL,NULL,NULL
Harrington College of Design,IL,NULL,381,0.4488,0.1234,0.1391,0.0341,0.0026,0,0.0289,0,0.2231,29650,19305,19305
Hebrew Theological College,IL,0.9299,458,1,0,0,0,0,0,0,0,0,33966,18605,18605
Highland Community College,IL,NULL,1698,0.7974,0.1019,0.0271,0.0088,0.0183,0,0.0277,0,0.0188,10024,3159,5031
Rosalind Franklin University of Medicine and Science,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
University of Illinois at Chicago,IL,0.714,16601,0.3791,0.0781,0.2474,0.2251,0.0014,0.0042,0.0245,0.0197,0.0205,25248,13410,25800
Benedictine University,IL,0.695,3739,0.4491,0.0968,0.0861,0.1417,0.0024,0.0029,0,0.0187,0.2022,35481,25516,25516
